HGNC.symbol	Protein.Coding	Immunity.Gene	Pseudogene	TM.Domain	SEG	Coiled.coil	Signal.peptide	Avg.transcript	Avg.GC.content	Total.exons	Constitutive.exons	Mouse.homologs.70	Nucleus	Cytoplasm	Mitochondrion	Golgi	ER	Cell.surface
FOXI1	1	0	0	0	1	0	0	2000.5	0.5396	4	0	1	1	0	0	0	0	0
FOXK1	1	0	0	0	1	0	0	5969.5	0.5209	13	0	1	1	0	0	0	0	0
FOXK2	1	0	0	0	1	0	0	2389.83333333333	0.4972	43	0	1	1	0	0	0	0	0
FOXL1	1	0	0	0	1	0	0	2123.5	0.5457	3	0	1	1	0	0	0	0	0
FOXL2	1	0	0	0	1	0	0	2917	0.6462	1	1	1	1	0	0	0	0	0
FOXM1	1	0	0	0	1	0	0	2493	0.4807	28	0	1	1	1	0	0	0	0
FOXO3	1	0	0	0	1	0	0	5734	0.4171	8	0	1	1	1	0	0	0	0
FOXP2	1	0	0	0	1	1	0	3144.25	0.3483	58	0	1	1	0	0	0	0	0
FOXR1	1	0	0	0	1	0	0	873.666666666667	0.4932	17	5	0	1	0	0	0	0	0
FOXS1	1	0	0	0	1	0	0	1319	0.6422	1	1	1	1	0	0	0	0	0
FPGS	1	0	0	0	1	0	1	1709.42857142857	0.535	53	0	1	0	1	1	0	0	0
FPGT	1	0	0	0	0	0	0	1189.71428571429	0.3435	21	0	1	0	1	0	0	0	0
FPR3	1	0	0	1	0	0	0	2421	0.4277	4	0	0	0	0	0	0	0	0
FRAS1	1	0	0	1	1	0	1	4986.28571428571	0.3975	89	0	1	0	0	0	0	0	0
FRAT1	1	0	0	0	1	1	0	2649	0.6225	3	0	0	0	1	0	0	0	0
FREM1	1	0	0	1	1	0	1	5487.6	0.3939	53	0	1	0	0	0	0	0	0
FRK	1	0	0	0	0	0	0	13230	0.3688	8	8	1	1	1	0	0	0	0
FTSJ2	1	0	0	0	0	0	0	1251	0.4995	12	0	1	0	0	1	0	0	0
FUBP1	1	0	0	0	1	0	0	1976.25	0.3632	41	0	1	1	0	0	0	0	0
FUBP3	1	0	0	0	1	0	0	3124	0.4712	29	0	1	1	1	0	0	0	0
FURIN	1	0	0	1	1	0	1	2465.16666666667	0.5847	27	0	1	0	0	0	0	1	1
FUS	1	1	0	0	1	0	0	2627.25	0.4687	39	0	1	1	1	0	0	0	0
FUT11	1	0	0	0	1	0	1	2115.5	0.4749	8	0	1	0	0	0	0	0	0
FUT8	1	0	0	1	1	1	0	1821.27272727273	0.3741	42	0	1	0	1	0	1	0	0
FXN	1	0	0	0	1	0	0	1145	0.4522	14	0	1	0	1	1	0	0	0
FXYD1	1	0	0	1	1	0	1	570.75	0.6109	31	0	1	0	0	0	0	0	0
FXYD7	1	0	0	1	0	0	0	601.333333333333	0.5239	13	0	1	0	0	0	0	0	0
FYN	1	0	0	0	1	0	0	1405.55555555556	0.4242	74	0	1	1	1	1	0	0	0
FZD3	1	0	0	1	1	0	1	9352	0.3628	14	0	1	0	1	0	0	0	1
FZD8	1	0	0	1	1	0	1	4030	0.6457	1	1	1	0	0	0	1	0	0
FZD9	1	0	0	1	1	0	1	2338	0.6843	1	1	1	0	1	0	0	0	1
G2E3	1	0	0	0	0	0	0	1675.22222222222	0.3548	36	0	1	0	1	0	0	0	0
G3BP1	1	0	0	0	1	0	0	1828.08333333333	0.3944	35	0	1	1	1	0	0	0	0
G3BP2	1	0	0	0	1	0	0	1293.85714285714	0.4177	51	0	1	0	1	0	0	0	0
G6PC2	1	0	0	1	0	0	0	1636.8	0.3736	26	0	1	0	0	0	0	1	0
GAB1	1	0	0	0	1	0	0	2025	0.3861	40	0	1	0	1	0	0	0	0
GABBR2	1	0	0	1	1	1	1	5761	0.4569	21	0	1	0	1	0	0	0	0
GABPB1	1	0	0	0	1	1	0	1683.3	0.3938	32	0	1	1	0	0	0	0	0
GABRA3	1	0	0	1	1	0	1	2704.5	0.3736	15	0	1	0	0	0	0	0	0
GABRB2	1	0	0	1	1	0	1	3455.85714285714	0.3596	25	0	1	0	1	0	0	0	0
GABRB3	1	0	0	1	1	0	1	3426	0.4134	42	0	1	0	0	0	0	0	0
GABRQ	1	0	0	1	1	0	1	6172	0.4798	9	9	1	0	0	0	0	0	0
GABRR3	1	0	0	1	1	0	1	1468.5	0.3849	13	0	1	0	0	0	0	0	0
GAD2	1	0	0	0	1	0	0	2410.25	0.4275	23	0	1	0	1	0	0	0	0
GADD45G	1	0	0	0	1	0	0	1021	0.6623	9	0	1	1	1	0	0	0	0
GAK	1	0	0	0	1	0	0	1451.66666666667	0.565	73	0	1	0	1	0	1	0	0
GAL	1	0	0	1	1	0	1	818	0.5714	8	0	1	0	1	0	1	0	0
GAL3ST4	1	0	0	1	1	0	0	1404.57142857143	0.5292	17	0	1	0	0	0	1	0	0
GALE	1	0	0	0	0	0	0	1033.28571428571	0.601	40	0	1	0	1	0	0	0	0
GALK2	1	0	0	0	1	0	0	1297.10526315789	0.3836	62	0	1	0	1	0	0	0	0
GALNS	1	0	0	1	1	0	1	1359.16666666667	0.6017	39	0	1	0	0	0	0	0	0
GALNT13	1	0	0	1	1	0	0	1725.85714285714	0.3516	35	0	1	0	0	0	0	0	0
GALNT3	1	0	0	1	0	0	0	1366.625	0.3706	28	0	1	0	1	0	1	0	0
GALNT4	1	0	0	1	1	1	0	5399	0.3949	1	1	0	0	1	0	1	0	0
GALNT6	1	0	0	1	1	0	0	1261.83333333333	0.4989	49	0	1	0	1	0	1	0	0
GALNT7	1	0	0	1	1	0	0	2045	0.3898	25	0	1	0	0	0	0	0	0
GALNTL5	1	0	0	1	0	0	0	1763.5	0.4238	32	0	0	0	0	0	0	0	0
GALR2	1	0	0	1	1	0	0	1364	0.6459	2	2	1	0	1	0	0	0	0
GAP43	1	0	0	0	1	0	0	1796	0.3861	5	2	0	0	1	0	0	0	0
GAPDHS	1	0	0	0	1	0	0	930.666666666667	0.5446	14	0	1	1	1	0	0	0	0
GATA4	1	0	0	0	1	0	0	1609.25	0.4832	30	0	1	1	0	0	0	0	0
GATA6	1	0	0	0	1	0	0	2913.5	0.4476	9	4	1	1	0	0	0	0	0
GATAD1	1	0	0	0	1	0	0	3361	0.4223	9	0	1	1	0	0	0	0	0
GATAD2A	1	0	0	0	1	1	0	2341.09090909091	0.5087	37	0	1	1	0	0	0	0	0
GATM	1	0	0	0	1	1	0	1031	0.4025	38	0	1	0	0	1	0	0	0
GBA	1	0	0	0	1	0	0	2186.16666666667	0.51575	89	0	1	0	0	0	0	0	0
GBA2	1	0	0	0	1	0	0	3013.33333333333	0.507	31	0	1	0	0	0	0	1	0
GBX1	1	0	0	0	1	0	0	1092	0.4713	5	0	1	1	0	0	0	0	0
GBX2	1	0	0	0	1	0	0	1715	0.6206	7	0	1	1	0	0	0	0	0
GCH1	1	0	0	0	1	0	0	2309	0.4222	19	0	1	1	1	0	0	0	0
GCKR	1	0	0	0	1	1	0	1061	0.4533	29	0	1	1	1	1	0	0	0
GCLC	1	0	0	1	0	0	0	1522.55555555556	0.4016	41	0	1	0	1	0	0	0	0
GCLM	1	0	0	0	1	0	0	3932.5	0.3637	13	0	1	0	1	0	0	0	0
GCM1	1	0	0	0	0	0	0	2765	0.4243	6	6	1	1	0	0	0	0	0
GCNT2	1	0	0	1	1	0	0	3317.8	0.4351	38	0	0	0	0	0	0	0	0
GDF10	1	0	0	0	1	0	1	2458	0.5267	3	3	1	0	0	0	0	0	0
GDF11	1	0	0	0	1	0	1	4957.5	0.4875	6	1	1	0	0	0	0	0	0
GDF15	1	0	0	0	1	0	1	884	0.5193	12	0	0	0	0	0	0	0	0
GDF2	1	0	0	0	1	0	1	1955	0.5136	2	2	1	0	0	0	0	0	0
GDPD2	1	0	0	1	1	0	0	2211.25	0.5144	22	0	1	0	1	0	0	0	0
GDPD5	1	0	0	1	1	0	0	2603.22222222222	0.5341	52	0	1	0	0	0	0	1	0
GEMIN2	1	0	0	0	0	0	0	905	0.3965	30	0	1	1	1	0	0	0	0
GEN1	1	0	0	0	1	0	0	3553.8	0.3587	26	0	1	1	0	0	0	0	0
GFOD1	1	0	0	0	0	0	0	5420.25	0.4497	9	0	1	0	0	0	0	0	0
GFOD2	1	0	0	0	1	0	0	2145.66666666667	0.4649	17	0	1	0	0	0	0	0	0
GFPT2	1	0	0	0	1	1	1	1449	0.5126	31	0	1	0	1	0	0	0	0
GGH	1	0	0	0	1	0	1	1607	0.3886	23	0	0	1	1	0	0	0	0
GGPS1	1	0	0	0	0	0	0	1692.66666666667	0.4308	18	0	1	0	1	0	0	0	0
GGT1	1	0	0	1	1	0	0	1171.36363636364	0.5495	73	0	0	0	0	0	0	0	0
GGT2	1	0	0	1	1	0	0	2027.33333333333	0.5452	20	9	0	0	1	0	0	1	0
GGTLC1	1	0	0	0	0	0	0	1016	0.5802	9	3	0	0	0	0	0	0	0
GGTLC2	1	0	0	0	1	0	0	838.75	0.5903	14	0	0	0	0	0	0	0	0
GH1	1	0	0	0	1	0	1	631.4	0.5662	12	0	0	0	0	0	0	0	0
GH2	1	0	0	0	1	0	1	841.2	0.566	11	1	0	0	0	0	0	0	0
GHSR	1	0	0	1	0	0	0	1042	0.4458	3	0	1	0	0	0	0	0	1
GIF	1	0	0	0	1	0	1	1570.5	0.4082	17	0	1	0	0	0	0	0	0
GIMAP1-GIMAP5	1	0	0	1	1	1	0	1486	0.4302	8	4	0	0	0	0	0	0	0
GIMAP4	1	0	0	0	1	1	0	1393.66666666667	0.4415	13	0	0	0	1	0	0	0	0
GIMAP5	1	0	0	1	1	1	0	1431	0.4379	17	0	0	0	0	1	0	0	0
GIT2	1	0	0	0	1	1	0	3688.77777777778	0.4344	57	0	1	0	0	0	0	0	0
GJA1	1	0	0	1	1	1	0	3037	0.4025	2	2	0	0	1	1	1	1	0
GJA3	1	0	0	1	1	0	1	5211	0.4561	2	2	1	0	0	0	0	0	0
GJA4	1	0	0	1	1	0	0	1340.5	0.5935	4	0	1	0	0	0	0	0	0
GJA5	1	0	0	1	1	0	0	2418.33333333333	0.4617	6	0	1	0	0	0	0	0	0
GJB1	1	1	0	1	1	0	0	1403	0.512	9	0	1	0	1	0	0	1	0
GK	1	0	0	0	1	0	0	1656.25	0.3863	42	0	1	1	1	1	0	0	0
GK2	1	0	0	0	1	0	0	1942	0.4408	1	1	1	0	1	1	0	0	0
GK5	1	0	0	0	1	0	0	3255.5	0.3879	42	0	1	0	1	1	0	0	0
GLE1	1	1	0	0	1	1	0	2769.5	0.4527	21	0	1	0	1	0	0	0	0
GLIS1	1	0	0	0	1	0	0	2809.5	0.5072	12	6	1	1	0	0	0	0	0
GLP1R	1	0	0	1	1	0	1	3105	0.5197	13	13	1	0	1	0	0	0	0
GLP2R	1	0	0	1	1	0	0	2395.75	0.4497	20	0	1	0	0	0	0	0	0
GLRX2	1	0	0	0	1	0	0	916	0.4192	7	0	0	1	0	1	0	0	0
GLS2	1	0	0	0	1	0	0	1835	0.4705	45	0	1	0	0	1	0	0	0
GLT8D1	1	0	0	1	1	0	0	1132.5	0.4463	52	0	1	0	0	0	0	0	0
GLUD1	1	0	0	0	1	0	0	3039	0.4211	18	0	0	0	1	1	0	0	0
GLUL	1	0	0	0	0	0	0	3666.8	0.4777	34	0	1	1	1	1	0	1	0
GLYCTK	1	0	0	0	1	0	0	1356	0.5659	23	0	1	0	1	1	0	0	0
GLYR1	1	0	0	0	1	0	0	2295.875	0.4765	40	0	1	0	1	0	1	0	0
GMDS	1	0	0	0	0	0	0	1596	0.4078	26	0	1	0	1	0	0	0	0
GMIP	1	0	0	0	1	1	0	1607.5	0.5614	39	0	1	0	1	0	0	0	0
GMPR	1	0	0	0	0	0	0	1515	0.4783	15	0	1	0	1	0	0	0	0
GNA11	1	0	0	0	0	1	0	1725	0.6166	20	0	1	0	1	0	0	0	0
GNA13	1	0	0	0	0	0	0	3212	0.4035	6	1	1	1	0	0	0	0	0
GNA14	1	0	0	0	0	1	0	2482	0.4221	9	0	1	0	0	0	0	0	0
GNAI2	1	0	0	0	0	0	0	2063.28571428571	0.5736	31	0	1	1	1	0	0	0	0
GNAL	1	0	0	0	1	1	0	1811.75	0.4414	31	0	1	0	0	0	0	0	0
GNAQ	1	0	0	0	1	1	0	3545	0.3913	9	2	1	0	1	0	0	0	0
GNAT1	1	0	0	0	1	0	0	1373.33333333333	0.6255	17	0	1	0	1	0	0	0	0
GNB1L	1	0	0	0	1	0	0	2545.75	0.5287	17	0	1	0	1	0	0	0	0
GNB4	1	0	0	0	1	1	0	2325.5	0.3916	19	0	1	0	0	0	0	0	0
GNE	1	0	0	0	1	0	0	3076.66666666667	0.4382	23	6	1	0	1	0	0	0	0
GNG7	1	0	0	0	0	0	0	2465.5	0.5224	8	3	1	0	0	0	0	0	0
GNGT2	1	0	0	0	1	1	0	699.5	0.4996	15	1	1	0	0	0	0	0	0
GNPAT	1	0	0	0	1	0	0	1802	0.4178	26	0	1	0	0	1	0	0	0
GNPNAT1	1	0	0	0	1	0	0	2294.33333333333	0.3788	14	0	1	0	1	0	1	1	0
GNPTAB	1	0	0	1	1	1	0	1703.85714285714	0.4094	39	0	1	1	0	0	1	0	0
GNS	1	0	0	1	1	0	0	2666	0.422	31	0	1	0	0	0	0	0	0
GOLGA4	1	0	0	0	1	1	0	3701.125	0.3782	54	0	1	0	1	0	1	0	0
GOPC	1	0	0	0	1	1	0	4500	0.3666	12	5	0	0	1	0	1	0	0
GOT2	1	0	0	0	1	0	0	1531	0.4418	23	0	1	0	0	1	0	0	1
GPA33	1	0	0	1	1	1	1	1349.33333333333	0.4453	13	0	0	0	0	0	0	0	0
GPBAR1	1	0	0	1	1	0	0	1679.75	0.5885	6	0	1	0	1	0	0	0	0
GPM6B	1	0	0	1	0	1	0	1662.55555555556	0.415	28	0	1	0	0	0	0	0	0
GPN3	1	0	0	0	0	0	0	972.857142857143	0.4503	27	0	1	0	0	0	0	0	0
GPR107	1	0	0	1	1	0	1	5439.8	0.4673	35	0	1	0	0	0	1	0	0
GPR132	1	0	0	1	1	0	0	2751.8	0.5562	14	0	0	0	0	0	0	0	0
GPR135	1	0	0	1	1	0	0	3559	0.4034	8	0	1	0	0	0	0	0	0
GPR141	1	0	0	1	1	0	0	955	0.3845	14	0	1	0	0	0	0	0	0
GPR142	1	0	0	1	1	0	0	1258	0.5932	8	0	0	0	1	0	0	0	0
GPR143	1	0	0	1	1	0	0	1069.33333333333	0.4719	15	0	1	0	1	0	1	0	0
GPR146	1	0	0	1	1	0	0	1273	0.5874	11	0	1	0	0	0	0	0	0
GPR15	1	0	0	1	1	0	0	1252	0.4681	1	1	1	0	0	0	0	0	0
GPR151	1	0	0	1	1	0	0	3088	0.3999	1	1	1	0	0	0	0	0	0
GPR155	1	0	0	1	1	0	0	5714.25	0.3918	27	0	1	0	0	0	0	0	0
GPR160	1	0	0	1	1	0	0	1118.4	0.4237	25	0	0	0	0	0	0	0	0
GPR162	1	0	0	1	1	0	1	1552.75	0.6164	17	0	1	0	0	0	0	0	0
GPR174	1	0	0	1	0	0	0	1258	0.4149	1	1	1	0	0	0	0	0	0
GPR182	1	0	0	1	1	0	0	1500.33333333333	0.5405	5	0	1	0	0	0	0	0	0
GPR19	1	0	0	1	1	0	0	1349	0.4127	12	0	1	0	0	0	0	0	0
GPR22	1	0	0	1	1	0	0	2942	0.3079	8	0	1	0	0	0	0	0	0
GPR27	1	0	0	1	1	0	0	2447	0.5484	1	1	1	0	0	0	0	0	0
GPR31	1	0	0	1	1	0	0	2059	0.5172	1	1	0	0	0	0	0	0	0
GPR32	1	0	0	1	1	0	0	1269	0.5571	1	1	0	0	0	0	0	0	0
GPR35	1	0	0	1	1	0	0	2151.8	0.5273	14	0	0	0	0	0	0	0	0
GPR65	1	0	0	1	1	0	0	4522	0.36	2	2	1	0	0	0	0	0	0
GPR75	1	0	0	1	1	0	0	2115	0.4492	2	2	1	0	0	0	0	0	0
GPR78	1	0	0	1	1	0	0	3319	0.5396	28	0	0	0	0	0	0	0	0
GPR83	1	0	0	1	1	0	1	3095.5	0.4497	6	1	1	0	0	0	0	0	0
GPRC5C	1	0	0	1	1	0	1	1436.125	0.545	25	0	1	0	1	1	0	0	0
GPS1	1	0	0	0	1	1	0	1129.71428571429	0.6661	70	0	1	1	1	0	0	0	0
GPSM1	1	0	0	0	1	0	0	2421.66666666667	0.6605	20	0	1	0	1	0	1	1	0
GPX1	1	0	0	0	1	0	0	1049.66666666667	0.6379	8	0	1	1	1	1	0	0	0
GPX3	1	0	0	0	1	0	1	1051.75	0.5303	27	0	1	0	0	0	0	0	0
GPX4	1	0	0	0	1	0	1	742.090909090909	0.6947	35	0	1	1	1	1	0	0	0
GPX5	1	0	0	0	1	0	1	984	0.4097	15	2	1	0	0	0	0	0	0
GPX6	1	0	0	0	1	0	1	1379	0.4259	15	2	1	0	0	0	0	0	0
GRAP	1	0	0	0	1	0	0	1276.75	0.5669	14	0	0	0	1	0	0	0	0
GRASP	1	0	0	0	1	0	0	1471.66666666667	0.5866	23	0	1	0	1	0	0	0	0
GRB10	1	0	0	0	1	0	0	3156.33333333333	0.4552	66	0	1	0	1	0	0	0	0
GREB1	1	0	0	0	1	0	0	3853	0.4732	51	0	1	0	0	0	0	0	0
GRHL2	1	0	0	0	0	0	0	2538.33333333333	0.4092	25	0	1	1	0	0	0	0	0
GRIA2	1	0	0	1	1	0	1	2139.72727272727	0.3459	47	0	1	0	0	0	0	1	0
GRIA4	1	0	0	1	1	0	1	2518.25	0.3532	42	0	1	0	0	0	0	0	0
GRIK3	1	0	0	1	1	0	1	6028	0.4957	22	0	1	0	1	0	0	0	0
GRIN1	1	0	0	1	0	0	1	4079.875	0.621	36	0	1	0	1	0	0	1	1
GRIN2A	1	0	0	1	1	0	1	8332.2	0.4205	35	0	1	0	0	0	0	1	1
GRIN2B	1	0	0	1	1	0	1	10593.3333333333	0.4058	19	0	1	0	0	0	0	0	1
GRIN3A	1	0	0	1	1	1	1	7770	0.3853	12	0	1	0	0	0	0	0	0
GRINA	1	0	0	1	1	0	0	1119.28571428571	0.6668	26	0	1	0	0	0	1	1	0
GRK1	1	0	0	0	1	0	0	3581.5	0.60745	15	0	1	0	0	0	0	0	0
GRK4	1	0	0	0	1	0	0	2078	0.4638	28	0	1	0	1	0	0	0	0
GRK5	1	0	0	0	1	0	0	2654	0.5047	18	0	1	1	1	0	0	0	0
GRK7	1	0	0	0	1	0	0	3239	0.4526	4	4	0	0	0	0	0	0	0
GRM5	1	0	0	1	1	0	1	3738.2	0.3616	18	0	1	0	1	0	0	0	0
GRM6	1	0	0	1	1	0	1	4408	0.5615	19	0	1	0	0	0	0	1	0
GRM8	1	0	0	1	1	0	0	2284.375	0.3751	48	0	1	0	0	0	0	0	0
GRSF1	1	0	0	0	1	0	0	2720.5	0.4353	26	0	1	0	1	1	0	0	0
GSC	1	0	0	0	1	0	0	1264	0.6531	3	3	1	1	0	0	0	0	0
GSG2	1	0	0	0	1	0	0	2797	0.5391	1	1	0	1	1	0	0	0	0
GSK3B	1	0	0	0	1	0	0	4673.5	0.3715	17	0	1	1	1	0	0	0	0
GSR	1	0	0	0	1	0	0	1471.5	0.4472	19	1	1	0	1	1	0	0	0
GSS	1	0	0	0	1	0	0	1507	0.4629	15	7	1	0	1	0	0	0	0
GSTP1	1	1	0	0	1	0	0	652.25	0.6305	19	0	0	1	1	1	0	0	0
GTF2A1	1	0	0	0	1	0	0	3060.66666666667	0.3775	16	0	0	0	1	0	0	0	0
GTF2A1L	1	0	0	0	0	0	0	978.666666666667	0.3806	21	0	0	1	1	0	0	0	0
GTF2A2	1	0	0	0	0	0	0	788.833333333333	0.3973	24	0	1	0	0	0	0	0	0
GTF2F1	1	0	0	0	1	0	0	1596.5	0.5475	27	0	1	1	0	0	0	0	0
GTF2H2	1	0	0	0	1	0	0	1753.5	0.384033333333333	123	0	0	0	0	0	0	0	0
GTF2H2C	1	0	0	0	1	0	0	1349.88888888889	0.3856	44	0	0	0	0	0	0	0	0
GTF2H5	1	1	0	0	0	0	0	7481	0.4089	3	3	1	0	0	0	0	0	0
GTF2I	1	0	0	0	1	1	0	3213	0.4279	69	0	1	1	1	0	0	0	0
GTF2IRD1	1	0	0	0	1	0	0	3302.8	0.5272	40	0	1	1	1	0	0	0	0
GTF2IRD2	1	0	0	0	1	0	0	2015.33333333333	0.4659	29	0	0	1	0	0	0	0	0
GTF2IRD2B	1	0	0	0	1	0	0	2292	0.4664	31	0	0	1	0	0	0	0	0
GTF3A	1	0	0	0	1	0	0	1086.2	0.4492	26	0	1	1	0	0	0	0	0
GTF3C1	1	0	0	0	1	0	0	2854	0.4942	68	0	1	1	0	0	0	0	0
GTF3C3	1	0	0	1	1	1	0	1300.5	0.3672	40	0	1	0	0	0	0	0	0
GTF3C4	1	0	0	0	1	0	0	5230	0.4228	7	1	1	0	0	0	0	0	0
GTPBP1	1	0	0	0	1	0	0	1216.75	0.511	40	0	1	0	1	0	0	0	0
GTPBP3	1	0	0	0	1	0	0	1440.55555555556	0.5697	66	0	1	1	0	1	0	0	0
GTPBP4	1	0	0	0	1	1	0	2915.5	0.4714	25	0	1	1	1	0	1	0	0
GTSE1	1	0	0	0	1	0	0	3112	0.5013	17	0	0	0	1	0	0	0	0
GUCA1A	1	0	0	0	1	0	0	1680.8	0.5123	15	0	1	0	0	0	0	0	0
GUCA2A	1	0	0	1	1	0	1	569	0.5754	3	3	0	0	0	0	0	0	0
GUCY1A2	1	0	0	0	1	1	0	7261.33333333333	0.3602	14	6	1	0	1	0	0	0	0
GUCY2C	1	0	0	1	1	1	1	3844	0.3957	29	0	1	0	0	0	0	1	0
GUCY2F	1	0	0	1	1	1	0	3714	0.3992	20	20	1	0	0	0	0	0	0
GUK1	1	0	0	0	1	1	0	912.153846153846	0.6176	89	0	0	0	1	0	0	0	0
GYLTL1B	1	0	0	1	1	0	1	1764	0.614	38	0	1	0	0	0	0	0	0
GYS1	1	0	0	0	1	0	0	2459.66666666667	0.5254	27	0	1	0	1	0	0	0	0
GYS2	1	0	0	0	1	0	0	3132	0.371	16	16	1	0	1	0	0	0	0
GZMH	1	0	0	0	1	0	1	705.333333333333	0.5214	9	0	0	0	1	0	0	0	0
GZMM	1	0	0	1	1	0	1	940.5	0.6074	8	2	0	0	0	0	0	0	0
H1FNT	1	0	0	0	1	0	0	1300	0.6069	1	1	0	1	0	0	0	0	0
H1FX	1	0	0	0	1	0	0	1507	0.6861	1	1	0	1	0	0	0	0	0
H2AFB1	1	0	0	0	1	0	0	587	0.6252	1	1	0	1	0	0	0	0	0
H2AFB2	1	0	0	0	1	0	0	348	0.6466	1	1	0	1	0	0	0	0	0
H2AFB3	1	0	0	0	1	0	0	591	0.6244	1	1	0	1	0	0	0	0	0
H2AFJ	1	0	0	0	0	0	0	1512	0.4561	5	0	1	1	0	0	0	0	0
H2AFX	1	0	0	0	1	0	0	1493.5	0.6642	3	0	1	1	0	0	0	0	0
H2AFZ	1	0	0	0	1	0	0	979	0.4959	16	0	1	1	0	0	0	0	0
H2BFM	1	0	0	0	1	0	0	957	0.4621	7	0	0	0	0	0	0	0	0
H3F3C	1	0	0	0	0	0	0	1057	0.4465	1	1	0	0	0	0	0	0	0
HAAO	1	0	0	0	0	0	0	1046	0.4895	23	0	1	0	1	0	0	0	0
HABP2	1	0	0	0	0	0	1	2990.5	0.4671	17	0	1	0	0	0	0	0	0
HACL1	1	0	0	0	1	0	0	1592.2	0.3906	34	0	1	0	0	0	0	0	0
HADHB	1	0	0	0	0	0	1	1353	0.4122	29	0	1	0	0	1	0	1	0
HAL	1	0	0	0	0	0	0	2243.375	0.4336	42	0	1	0	1	0	0	0	0
HARS2	1	0	0	0	0	0	1	1239.14285714286	0.4591	39	0	1	0	1	1	0	0	0
HAS1	1	0	0	1	1	0	0	1539.4	0.4955	13	1	1	0	1	0	0	0	0
HAUS1	1	0	0	0	1	1	0	772.875	0.4132	34	0	1	0	1	0	0	0	0
HBA1	1	0	0	0	0	0	0	540.5	0.6726	8	0	0	0	1	0	0	0	0
HBA2	1	0	0	0	0	0	0	559	0.6725	8	0	0	0	1	0	0	0	0
HBD	1	0	0	1	0	0	0	535.5	0.3791	9	0	0	0	1	0	0	0	0
HBE1	1	0	0	0	0	0	0	772.666666666667	0.3896	9	0	1	0	1	0	0	0	0
HCAR1	1	0	0	1	1	0	0	4768	0.4895	1	1	1	0	0	0	0	0	0
HCAR2	1	0	0	1	1	0	0	2051	0.5154	1	1	0	0	0	0	0	0	0
HCCS	1	0	0	0	1	0	0	1449.66666666667	0.4299	10	5	1	0	0	1	0	0	0
HCFC2	1	0	0	0	1	0	0	3006	0.3729	26	0	1	1	1	0	0	0	0
HCK	1	0	0	0	0	0	0	2028.25	0.4811	25	0	1	1	1	0	1	0	0
HCN1	1	0	0	1	1	0	0	5405	0.3472	8	8	1	0	0	0	0	0	0
HCN3	1	0	0	1	1	0	0	3718	0.5379	34	0	1	0	0	0	0	0	0
HCRTR2	1	0	0	1	1	0	0	1886.5	0.3517	10	5	1	0	0	0	0	0	0
HDAC1	1	0	0	0	1	0	0	1394	0.4679	32	0	0	1	1	0	0	0	0
HDAC10	1	0	0	0	1	0	0	2186.85714285714	0.645	65	0	1	1	1	0	0	0	0
HDAC7	1	0	0	0	1	0	0	1518.95454545455	0.5488	87	0	1	1	1	0	0	0	0
HDAC8	1	0	0	0	1	0	0	1092.2	0.4005	43	0	1	1	1	0	0	0	0
HECTD1	1	0	0	0	1	1	0	4528	0.3935	81	0	1	0	1	0	0	0	0
HECTD2	1	0	0	0	1	0	0	3333	0.367	32	0	1	0	1	0	0	0	0
HECW2	1	0	0	0	1	1	0	4922.25	0.3916	40	0	1	0	1	0	0	0	0
HELLS	1	0	0	0	1	1	0	2555.25	0.3896	43	0	1	1	0	0	0	0	0
HEMK1	1	0	0	0	1	0	0	5319	0.5384	25	0	1	0	0	1	0	0	0
HERC1	1	0	0	0	1	1	0	2396.66666666667	0.3881	110	0	1	0	1	0	1	0	0
HES4	1	0	0	0	1	0	0	868.666666666667	0.7432	10	0	0	1	0	0	0	0	0
HES6	1	0	0	0	1	1	0	887.222222222222	0.7008	22	0	1	1	0	0	0	0	0
HESX1	1	0	0	0	0	0	0	798.333333333333	0.4116	9	0	1	1	0	0	0	0	0
HEY2	1	0	0	0	1	0	0	2569.5	0.4364	6	3	1	1	1	0	0	0	0
HGS	1	0	0	0	1	1	0	929	0.606	54	0	1	0	1	0	0	0	0
HHAT	1	0	0	1	1	0	1	3023.44444444444	0.42275	19	0	1	0	0	0	0	1	0
HHEX	1	0	0	0	1	0	0	1380	0.4638	10	0	1	1	1	0	0	0	0
HIATL1	1	0	0	1	1	0	0	2847.5	0.4066	16	2	0	0	0	0	0	0	0
HIBADH	1	0	0	0	1	0	1	1425.66666666667	0.3688	15	0	1	0	0	1	0	0	0
HIBCH	1	0	0	0	1	0	0	949.4	0.3894	45	0	1	0	0	1	0	0	0
HIC1	1	0	0	0	1	0	0	2320.71428571429	0.6548	13	0	1	0	1	0	0	0	0
HIF1A	1	0	0	0	1	0	0	3764	0.3725	33	0	1	1	1	0	0	0	0
HIPK1	1	0	0	0	1	0	1	4385.63636363636	0.3982	38	0	1	1	1	0	0	0	0
HIPK4	1	0	0	0	1	0	0	2452	0.5396	4	4	1	1	1	0	0	0	0
HIST1H2AB	1	0	0	0	1	0	0	393	0.6005	1	1	0	1	0	0	0	0	0
HIST1H2AC	1	0	0	0	1	0	0	1594.66666666667	0.4182	5	0	1	1	0	0	0	0	0
HIST1H2AD	1	0	0	0	1	0	0	393	0.6285	1	1	0	1	0	0	0	0	0
HIST1H2AE	1	0	0	0	1	0	0	393	0.5954	1	1	0	1	0	0	0	0	0
